consolidated_cleaned_research_request,fy_fq_requests_removed,missing_quarter_requests_removed,new_fact_count,new_wave,old_fact_count,old_wave,remaining_facts,source_semantics_requests_removed,structural_review_still_required,ticker
"Research official issuer sources for FY2025 Q2. Verify first-public result publication date. Do not research other fields.; Research official issuer sources for FY2025 Q3. Verify first-public result publication date. Do not research other fields.; Research official issuer sources for FY2025 Q4. Verify first-public result publication date. Do not research other fields.; Research official issuer sources for FY2023 Q3. Verify Capex required to derive FCF, Cash, FCF, first-public result publication date, Revenue, Shares Outstanding, source semantics confirmation, Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q1. Verify Capex required to derive FCF, FCF, first-public result publication date, Revenue, source semantics confirmation, Total Debt. Do not research other fields.; Research official issuer sources for FY2025 Q1. Verify first-public result publication date. Do not research other fields.",0,3,18,P2_LATEST4Q,21,P2_LATEST4Q,CAPEX_FOR_FCF|CASH|FCF_DIRECT|FIRST_PUBLIC_PUBLISH_DATE|REVENUE|SHARES_OUTSTANDING|SOURCE_SEMANTICS_CONFIRMATION|TOTAL_DEBT,0,NO,AMOD
"Research official issuer sources for FY2023 Q1. Verify Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q1. Verify first-public result publication date, Total Debt. Do not research other fields.",0,3,3,P3_LATEST8Q,6,P3_LATEST8Q,FIRST_PUBLIC_PUBLISH_DATE|TOTAL_DEBT,0,NO,AMPG
"Research official issuer sources for FY2024 Q2. Verify EBIT, source semantics confirmation, Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q3. Verify EBIT, source semantics confirmation, Total Debt. Do not research other fields.; Research official issuer sources for FY2025 Q1. Verify EBIT, source semantics confirmation. Do not research other fields.",0,2,8,P3_LATEST8Q,10,P3_LATEST8Q,EBIT_DIRECT|SOURCE_SEMANTICS_CONFIRMATION|TOTAL_DEBT,0,NO,AMPL
Research official issuer sources for FY2024 Q2. Verify Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q3. Verify Total Debt. Do not research other fields.,0,1,2,P3_LATEST8Q,3,P3_LATEST8Q,TOTAL_DEBT,0,NO,AMPX
Research official issuer sources for FY2024 Q3. Verify Cash. Do not research other fields.,0,1,1,P3_LATEST8Q,2,P3_LATEST8Q,CASH,0,NO,AMPY
Research official issuer sources for FY2025 Q2. Verify Total Debt. Do not research other fields.,0,0,1,P3_LATEST8Q,1,P3_LATEST8Q,TOTAL_DEBT,0,YES,AMSC
"Research official issuer sources for FY2025 Q4. Verify first-public result publication date, Total Debt. Do not research other fields.; Research official issuer sources for FY2026 Q1. Verify first-public result publication date, Total Debt. Do not research other fields.; Research official issuer sources for FY2026 Q2. Verify first-public result publication date, Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q2. Verify first-public result publication date, Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q3. Verify first-public result publication date, Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q4. Verify Total Debt. Do not research other fields.; Research official issuer sources for FY2025 Q3. Verify Total Debt. Do not research other fields.",0,2,12,P2_LATEST4Q,14,P2_LATEST4Q,FIRST_PUBLIC_PUBLISH_DATE|TOTAL_DEBT,0,NO,AMST
,0,1,0,NO_EXTERNAL_RESEARCH_NEEDED,1,P3_LATEST8Q,,0,NO,AMT
Research official issuer sources for FY2025 Q1. Verify Total Debt. Do not research other fields.,0,1,1,P3_LATEST8Q,2,P3_LATEST8Q,TOTAL_DEBT,0,NO,AMTX
Research official issuer sources for FY2024 Q1. Verify Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q2. Verify Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q3. Verify Total Debt. Do not research other fields.,0,2,3,P3_LATEST8Q,5,P3_LATEST8Q,TOTAL_DEBT,0,NO,ANAB
"Research official issuer sources for FY2024 Q2. Verify EBIT, source semantics confirmation. Do not research other fields.; Research official issuer sources for FY2024 Q3. Verify EBIT, source semantics confirmation. Do not research other fields.; Research official issuer sources for FY2025 Q1. Verify EBIT, source semantics confirmation. Do not research other fields.",0,2,6,P3_LATEST8Q,8,P3_LATEST8Q,EBIT_DIRECT|SOURCE_SEMANTICS_CONFIRMATION,0,NO,ANDE
Research official issuer sources for FY2025 Q3. Verify Total Debt. Do not research other fields.; Research official issuer sources for FY2025 Q4. Verify Total Debt. Do not research other fields.; Research official issuer sources for FY2026 Q1. Verify Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q2. Verify Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q3. Verify Total Debt. Do not research other fields.; Research official issuer sources for FY2025 Q1. Verify Total Debt. Do not research other fields.; Research official issuer sources for FY2025 Q2. Verify Total Debt. Do not research other fields.,0,2,7,P2_LATEST4Q,9,P2_LATEST4Q,TOTAL_DEBT,0,NO,ANET
Research official issuer sources for FY2024 Q4. Verify first-public result publication date. Do not research other fields.; Research official issuer sources for FY2025 Q1. Verify first-public result publication date. Do not research other fields.,0,0,2,P3_LATEST8Q,2,P3_LATEST8Q,FIRST_PUBLIC_PUBLISH_DATE,0,NO,ANGI
"Research official issuer sources for FY2026 Q1. Verify Total Debt. Do not research other fields.; Research official issuer sources for FY2026 Q2. Verify first-public result publication date, Total Debt. Do not research other fields.; Research official issuer sources for FY2026 Q3. Verify Total Debt. Do not research other fields.; Research official issuer sources for FY2025 Q4. Verify Total Debt. Do not research other fields.",0,0,5,P2_LATEST4Q,5,P2_LATEST4Q,FIRST_PUBLIC_PUBLISH_DATE|TOTAL_DEBT,0,NO,ANGO
"Research official issuer sources for FY2024 Q2. Verify Capex required to derive FCF, FCF, Revenue, source semantics confirmation, Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q3. Verify Revenue, Total Debt. Do not research other fields.",0,0,7,P3_LATEST8Q,7,P3_LATEST8Q,CAPEX_FOR_FCF|FCF_DIRECT|REVENUE|SOURCE_SEMANTICS_CONFIRMATION|TOTAL_DEBT,0,NO,ANNX
Research official issuer sources for FY2024 Q2. Verify Revenue. Do not research other fields.; Research official issuer sources for FY2024 Q3. Verify Revenue. Do not research other fields.; Research official issuer sources for FY2024 Q4. Verify Total Debt. Do not research other fields.,0,0,3,P3_LATEST8Q,3,P3_LATEST8Q,REVENUE|TOTAL_DEBT,0,NO,ANRO
"Research official issuer sources for FY2025 Q2. Verify Total Debt. Do not research other fields.; Research official issuer sources for FY2025 Q3. Verify Total Debt. Do not research other fields.; Research official issuer sources for FY2025 Q4. Verify Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q1. Verify Capex required to derive FCF, FCF, Revenue, source semantics confirmation, Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q2. Verify Capex required to derive FCF, FCF, Revenue, source semantics confirmation, Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q3. Verify Capex required to derive FCF, FCF, Revenue, source semantics confirmation, Total Debt. Do not research other fields.; Research official issuer sources for FY2025 Q1. Verify Total Debt. Do not research other fields.",0,2,19,P2_LATEST4Q,21,P2_LATEST4Q,CAPEX_FOR_FCF|FCF_DIRECT|REVENUE|SOURCE_SEMANTICS_CONFIRMATION|TOTAL_DEBT,0,NO,ANTX
"Research official issuer sources for FY2025 Q2. Verify Total Debt. Do not research other fields.; Research official issuer sources for FY2025 Q3. Verify Total Debt. Do not research other fields.; Research official issuer sources for FY2025 Q4. Verify Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q1. Verify Capex required to derive FCF, FCF, source semantics confirmation, Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q2. Verify Capex required to derive FCF, FCF, source semantics confirmation, Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q3. Verify Capex required to derive FCF, FCF, source semantics confirmation, Total Debt. Do not research other fields.; Research official issuer sources for FY2025 Q1. Verify Total Debt. Do not research other fields.",0,2,16,P2_LATEST4Q,18,P2_LATEST4Q,CAPEX_FOR_FCF|FCF_DIRECT|SOURCE_SEMANTICS_CONFIRMATION|TOTAL_DEBT,0,NO,ANVS
,0,1,0,NO_EXTERNAL_RESEARCH_NEEDED,1,P3_LATEST8Q,,0,NO,APA
"Research official issuer sources for FY2024 Q1. Verify Revenue, Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q2. Verify Revenue, Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q3. Verify Revenue, Total Debt. Do not research other fields.",0,2,6,P3_LATEST8Q,8,P3_LATEST8Q,REVENUE|TOTAL_DEBT,0,NO,APGE
Research official issuer sources for FY2026 Q2. Verify first-public result publication date. Do not research other fields.,0,0,1,P2_LATEST4Q,1,P2_LATEST4Q,FIRST_PUBLIC_PUBLISH_DATE,0,NO,APLD
"Research official issuer sources for FY2024 Q2. Verify Capex required to derive FCF, FCF, source semantics confirmation. Do not research other fields.",0,1,3,P3_LATEST8Q,4,P3_LATEST8Q,CAPEX_FOR_FCF|FCF_DIRECT|SOURCE_SEMANTICS_CONFIRMATION,0,NO,APP
Research official issuer sources for FY2024 Q2. Verify Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q3. Verify Total Debt. Do not research other fields.,0,1,2,P3_LATEST8Q,3,P3_LATEST8Q,TOTAL_DEBT,0,NO,APPF
"Research official issuer sources for FY2025 Q4. Verify EBIT, source semantics confirmation. Do not research other fields.",0,0,2,P3_LATEST8Q,2,P3_LATEST8Q,EBIT_DIRECT|SOURCE_SEMANTICS_CONFIRMATION,0,YES,APPS
"Research official issuer sources for FY2024 Q1. Verify Capex required to derive FCF, FCF, Revenue, source semantics confirmation, Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q2. Verify Capex required to derive FCF, FCF, Revenue, source semantics confirmation, Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q3. Verify Capex required to derive FCF, FCF, Revenue, source semantics confirmation, Total Debt. Do not research other fields.",0,2,15,P3_LATEST8Q,17,P3_LATEST8Q,CAPEX_FOR_FCF|FCF_DIRECT|REVENUE|SOURCE_SEMANTICS_CONFIRMATION|TOTAL_DEBT,0,NO,APVO
"Research official issuer sources for FY2024 Q4. Verify Total Debt. Do not research other fields.; Research official issuer sources for FY2025 Q1. Verify Revenue, Total Debt. Do not research other fields.",0,0,3,P3_LATEST8Q,3,P3_LATEST8Q,REVENUE|TOTAL_DEBT,0,NO,AQMS
,0,1,0,NO_EXTERNAL_RESEARCH_NEEDED,1,P3_LATEST8Q,,0,NO,AQST
Research official issuer sources for FY2024 Q2. Verify Cash. Do not research other fields.; Research official issuer sources for FY2024 Q3. Verify Cash. Do not research other fields.,0,1,2,P3_LATEST8Q,3,P3_LATEST8Q,CASH,0,NO,AR
Research official issuer sources for FY2026 Q1. Verify first-public result publication date. Do not research other fields.; Research official issuer sources for FY2026 Q2. Verify first-public result publication date. Do not research other fields.,0,0,2,P2_LATEST4Q,2,P2_LATEST4Q,FIRST_PUBLIC_PUBLISH_DATE,0,NO,ARAY
Research official issuer sources for FY2024 Q3. Verify missing quarter existence/source evidence. Do not research other fields.,0,0,1,P3_LATEST8Q,1,P3_LATEST8Q,MISSING_QUARTER_EXISTENCE,0,YES,ARCB
Research official issuer sources for FY2024 Q2. Verify Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q3. Verify Total Debt. Do not research other fields.,0,2,2,P3_LATEST8Q,4,P3_LATEST8Q,TOTAL_DEBT,0,NO,ARCT
"Research official issuer sources for FY2024 Q2. Verify EBIT, source semantics confirmation. Do not research other fields.; Research official issuer sources for FY2024 Q3. Verify EBIT, source semantics confirmation. Do not research other fields.; Research official issuer sources for FY2025 Q1. Verify EBIT, source semantics confirmation. Do not research other fields.",0,2,6,P3_LATEST8Q,8,P3_LATEST8Q,EBIT_DIRECT|SOURCE_SEMANTICS_CONFIRMATION,0,NO,ARE
"Research official issuer sources for FY2025 Q3. Verify first-public result publication date. Do not research other fields.; Research official issuer sources for FY2024 Q1. Verify Capex required to derive FCF, FCF, first-public result publication date, source semantics confirmation. Do not research other fields.; Research official issuer sources for FY2024 Q2. Verify Capex required to derive FCF, FCF, first-public result publication date, source semantics confirmation. Do not research other fields.; Research official issuer sources for FY2024 Q3. Verify Capex required to derive FCF, FCF, first-public result publication date, source semantics confirmation. Do not research other fields.",0,1,13,P2_LATEST4Q,14,P2_LATEST4Q,CAPEX_FOR_FCF|FCF_DIRECT|FIRST_PUBLIC_PUBLISH_DATE|SOURCE_SEMANTICS_CONFIRMATION,0,NO,AREB
"Research official issuer sources for FY2025 Q1. Verify first-public result publication date. Do not research other fields.; Research official issuer sources for FY2025 Q2. Verify first-public result publication date. Do not research other fields.; Research official issuer sources for FY2025 Q3. Verify first-public result publication date. Do not research other fields.; Research official issuer sources for FY2024 Q1. Verify Capex required to derive FCF, Cash, EBIT, FCF, OCF required to derive FCF, Shares Outstanding, source semantics confirmation, Total Debt. Do not research other fields.",0,0,11,P2_LATEST4Q,11,P2_LATEST4Q,CAPEX_FOR_FCF|CASH|EBIT_DIRECT|FCF_DIRECT|FIRST_PUBLIC_PUBLISH_DATE|OCF_FOR_FCF|SHARES_OUTSTANDING|SOURCE_SEMANTICS_CONFIRMATION|TOTAL_DEBT,0,NO,AREC
Research official issuer sources for FY2024 Q2. Verify Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q3. Verify Total Debt. Do not research other fields.,0,1,2,P3_LATEST8Q,3,P3_LATEST8Q,TOTAL_DEBT,0,NO,ARHS
Research official issuer sources for FY2024 Q3. Verify Total Debt. Do not research other fields.,0,0,1,P3_LATEST8Q,1,P3_LATEST8Q,TOTAL_DEBT,0,NO,ARLO
,0,1,0,NO_EXTERNAL_RESEARCH_NEEDED,1,P3_LATEST8Q,,0,NO,ARLP
"Research official issuer sources for FY2024 Q2. Verify EBIT, source semantics confirmation. Do not research other fields.; Research official issuer sources for FY2024 Q3. Verify EBIT, source semantics confirmation. Do not research other fields.; Research official issuer sources for FY2025 Q1. Verify EBIT, source semantics confirmation. Do not research other fields.",0,2,6,P3_LATEST8Q,8,P3_LATEST8Q,EBIT_DIRECT|SOURCE_SEMANTICS_CONFIRMATION,0,NO,AROC
Research official issuer sources for FY2024 Q1. Verify Revenue. Do not research other fields.; Research official issuer sources for FY2024 Q2. Verify Revenue. Do not research other fields.; Research official issuer sources for FY2024 Q3. Verify Revenue. Do not research other fields.,0,1,3,P3_LATEST8Q,4,P3_LATEST8Q,REVENUE,0,NO,ARQ
Research official issuer sources for FY2025 Q1. Verify Cash. Do not research other fields.,0,0,1,P3_LATEST8Q,1,P3_LATEST8Q,CASH,0,NO,ARQT
"Research official issuer sources for FY2024 Q1. Verify Capex required to derive FCF, Cash, FCF, Revenue, source semantics confirmation, Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q2. Verify Capex required to derive FCF, Cash, FCF, Revenue, source semantics confirmation, Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q3. Verify Capex required to derive FCF, Cash, FCF, missing quarter existence/source evidence, Revenue, source semantics confirmation, Total Debt. Do not research other fields.; Research official issuer sources for FY2025 Q1. Verify missing quarter existence/source evidence. Do not research other fields.",0,0,20,P3_LATEST8Q,20,P3_LATEST8Q,CAPEX_FOR_FCF|CASH|FCF_DIRECT|MISSING_QUARTER_EXISTENCE|REVENUE|SOURCE_SEMANTICS_CONFIRMATION|TOTAL_DEBT,0,YES,ARTL
